ContextTokens,GeneratedTokens,start_timestamp_ms
847,49,639434
4456,16,639735
1115,6,640137
1115,12,640237
896,35,640341
4886,6,640460
943,16,640535
1103,12,640636
3245,32,640638
714,25,640738
147,15,640839
4885,6,640935
3852,9,640937
3660,14,640937
714,10,641135
896,19,641346
214,15,641541
715,7,641634
1104,11,641737
1116,16,641745
1116,8,641839
3144,133,641839
501,9,641934
179,51,642136
405,56,642235
3853,9,642335
897,29,642356
854,16,642435
782,77,642636
180,6,642771
1115,6,642837
154,13,642937
3653,15,642953
505,13,643235
765,10,643334
148,19,643435
1473,175,643535
181,57,643660
1000,19,643834
3852,9,643901
2628,22,644135
1041,10,644437
766,19,644635
896,38,644835
1116,6,644872
506,25,644886
1477,26,645035
2931,14,645037
767,19,645134
4883,128,645334
2029,61,645437
183,39,645635
185,22,645738
781,114,645739
2529,8,656073
216,11,656320
1076,8,656573
24,18,656576
1518,11,656627
1285,61,656894
3865,73,657439
749,32,657493
24,14,657773
6028,6,657873
220,11,657884
1252,18,658011
24,17,658220
390,7,658599
25,9,658773
390,10,659175
77,63,659273
129,9,659273
1277,7,666045
1468,10,666060
389,43,666275
1759,55,666646
52,20,666745
2203,27,666766
7436,8,666906
1334,22,667048
517,13,667447
601,19,668045
444,8,668048
518,16,668323
1734,9,668374
866,6,668420
7436,8,668445
925,214,668753
7435,20,668773
42,64,669279
158,25,669346
2797,6,669364
158,20,669645
835,294,669647
158,12,670258
601,11,670345
1583,7,670347
158,6,670557
867,13,670845
2802,13,671005
58,22,671747
164,64,671949
1078,29,671949
59,30,672069
2702,7,672282
1759,69,672389
602,19,672840
1759,6,672932
2702,12,673145
487,10,673245
867,25,673246
928,17,673267
4844,11,673364
603,16,673369
1567,13,673449
1571,23,673552
174,91,673647
1763,9,673789
486,11,673845
6281,7,673984
274,9,674053
65,52,674159
4844,39,674160
500,18,674345
1081,17,674467
111,9,674689
6282,12,674747
493,7,674796
195,40,674853
499,6,675246
2044,10,675497
869,10,675847
2912,20,675849
498,11,675945
2151,17,675951
327,6,849473
1031,15,849476
1526,43,849488
3318,8,849493
7436,13,849575
1599,16,849603
1179,15,849673
1907,9,849989
6498,7,849990
1583,13,849990
1039,6,849997
2325,12,850028
142,57,850185
1488,9,850185
480,9,850189
1606,27,850244
4189,9,850334
1817,6,850334
2303,25,850335
585,35,850335
4226,9,850340
790,16,850440
5025,15,850442
528,13,850538
1375,7,851281
2046,9,851377
7404,6,851401
89,15,851509
6209,16,851575
6110,24,851702
2326,9,851821
1377,6,852273
2327,8,852377
1697,36,853079
68,7,853079
7437,8,853482
1256,8,853483
123,17,853583
1792,13,854080
641,11,854178
682,12,854277
67,15,854283
1526,56,854285
3541,25,854382
6555,15,854474
996,6,854477
1795,16,854676
620,94,854677
5146,33,854777
1528,70,854781
997,7,854877
1377,13,854877
998,6,854974
805,7,854978
1054,6,855687
1782,12,855786
2414,12,855787
1188,6,855878
699,20,855878
3712,9,855888
1053,13,855888
300,7,855889
1025,7,855982
1260,13,855982
2433,6,856086
1050,25,856181
60,6,856183
1025,7,856278
824,40,856284
1039,6,856481
2315,8,856579
1829,6,856579
1878,14,856580
7437,9,856637
1273,27,856638
998,6,856678
7411,7,856737
1699,7,856777
2832,14,856778
2887,6,856838
1378,19,856878
88,11,856878
1797,16,856879
7409,28,856978
1798,9,856978
4235,6,857037
2492,11,857039
126,32,857084
700,12,857085
1733,7,857140
894,9,857141
1561,219,857175
1797,14,857176
5186,7,857177
4434,10,857188
7436,7,857238
6593,7,857286
6183,15,857287
1601,67,857378
7154,13,857379
1510,6,857383
61,8,857384
1587,9,857385
100,33,857386
122,15,857387
621,154,857478
178,35,857478
700,14,857481
995,15,857482
1393,34,857484
1783,15,857485
977,11,857535
1701,15,857574
1799,11,857575
2347,9,857579
945,6,857584
7436,9,857736
1604,55,857736
349,6,857834
1352,13,857836
7411,8,857843
2380,36,857844
2892,57,857941
404,23,857941
7436,6,857942
2347,9,857989
1054,8,857990
5105,8,857992
2968,9,858082
1177,19,858179
3538,11,858179
2433,6,858183
208,8,858187
700,14,858188
882,77,858283
184,9,858284
1041,13,858284
5735,7,858285
945,7,858285
123,16,858286
6594,12,858378
1847,70,858380
945,10,858384
2968,9,858388
885,6,858389
1000,64,858477
1041,24,858480
1849,6,858481
184,9,858574
620,81,858583
1374,10,858584
2893,19,858674
1843,9,858680
430,18,858773
5510,9,858780
485,55,858873
186,13,858881
2101,10,859187
2989,7,859188
949,6,859379
1833,13,859479
1197,7,859483
1403,7,859484
895,20,859485
1692,30,859486
2968,9,859488
892,42,859583
1014,45,859587
131,15,859587
985,9,859635
1042,13,859636
349,15,859839
4232,33,859840
751,20,859841
1943,24,859841
2311,12,859841
299,7,859991
238,10,860037
4102,6,860038
7435,46,860039
4056,32,860079
897,12,860080
6185,15,860080
2310,30,860139
7434,40,860139
2410,16,860179
6596,26,860183
1402,6,860187
909,19,860239
3147,7,860242
237,6,860242
1003,13,860279
2169,16,860279
1059,10,860287
2571,7,860289
2882,6,860360
3053,9,860360
1701,13,860376
3543,11,860376
899,6,860380
1403,6,860381
900,9,860385
1261,13,860387
3053,9,860437
1510,11,860476
1056,15,860479
1584,12,860486
6191,11,860486
1852,110,860487
7436,17,860544
2481,7,860545
674,7,860579
431,29,860579
3493,8,860583
2410,20,860682
1060,28,860683
1700,22,860685
1413,11,860686
900,9,860688
542,30,860742
67,9,860779
3148,106,860837
4235,12,860839
900,23,860934
474,14,860937
7436,9,860938
7408,46,860940
1031,53,860940
1731,13,861035
111,27,861035
979,7,861040
2852,7,861041
2386,6,861042
2591,7,861044
5031,9,861044
910,16,861140
1968,10,861141
2077,10,861179
7436,14,861238
3632,11,861238
1351,6,861239
523,22,861241
2590,12,861243
5040,53,861334
4046,6,861334
140,7,861375
2572,7,861383
1061,13,861388
276,174,861476
6599,81,861479
1955,27,861483
1846,7,861577
2316,11,861578
2572,37,861583
7265,11,861586
4926,10,861587
302,40,861588
1695,20,861588
7436,60,861634
2673,6,861643
2190,155,861644
831,15,861679
1007,6,861679
1013,14,861683
1018,6,861683
66,42,861685
832,9,861686
2410,13,861687
341,6,861688
1968,11,861734
4240,71,861738
2228,7,861782
832,14,861783
342,15,861786
66,17,861786
1778,51,861787
2228,7,861787
2139,13,861836
3760,9,861879
2228,7,861883
1559,6,861939
2494,7,861939
1705,30,861941
2218,103,861941
2554,31,861980
1779,7,861981
127,23,862078
1738,15,862139
1705,25,862141
1559,9,862142
615,177,862142
2136,19,862144
1739,7,862145
135,13,862178
902,12,862183
2099,12,862187
875,82,862188
527,42,862237
1798,45,862237
570,9,862243
342,12,862281
67,10,862284
620,22,862285
675,6,862286
2488,10,862339
4756,9,862375
1960,74,862381
675,16,862382
1262,7,862387
4928,11,862387
2319,157,862434
7435,11,862435
1513,6,862480
1385,19,862481
1263,9,862481
68,9,862482
1021,62,862484
2556,11,862488
2230,6,862489
7435,17,862541
2487,6,862545
276,10,862574
2559,12,862584
6556,23,862584
152,6,862635
1743,24,862635
2164,6,862641
1705,76,862643
142,30,862673
125,14,862681
571,8,862738
1622,9,862740
903,416,862778
2559,23,862782
2044,16,862786
877,76,862788
2317,19,862839
1111,6,862840
887,9,862883
1237,10,862884
1263,26,862886
2163,14,862937
2484,16,862937
2314,112,862937
1673,11,862938
4114,6,862941
2314,23,862942
279,9,862977
2512,6,862980
530,130,862980
3781,14,862983
621,10,862983
1512,7,862984
4682,11,863040
1053,20,863084
1187,8,863085
1264,9,863087
877,12,863089
1508,11,863138
2750,19,863139
475,23,863142
1265,8,863184
2493,51,863242
2316,28,863243
7418,6,863376
1386,40,863380
1919,17,863385
89,18,863385
6108,16,863473
1566,97,863473
622,28,863476
205,6,863542
1001,16,863578
622,16,863580
1054,11,863581
5177,11,863581
700,8,863586
3689,27,863634
2315,10,863642
530,19,863643
1566,70,863680
2983,20,863681
7435,6,863682
1051,9,863685
1428,13,863687
2513,6,863778
4434,8,863780
122,19,863781
187,15,863781
1267,8,863782
2982,19,863782
475,176,863782
1546,8,863782
1566,28,863782
1783,8,863783
3782,8,863783
1385,14,863784
130,18,863785
2169,58,863834
528,26,863836
1672,7,863839
911,16,863839
4121,8,863840
7436,405,863843
2135,11,863845
7422,21,863879
622,35,863881
1267,17,863885
4107,6,863934
1672,10,863942
550,15,863943
3165,23,863982
894,11,863982
534,58,864001
532,52,864034
625,53,864079
1385,32,864081
1441,6,864082
579,9,864140
3004,32,864140
1097,12,864174
2317,21,864234
3314,59,864239
1800,10,864243
615,16,864243
4771,11,864243
143,11,864273
4022,12,864334
2317,7,864338
887,10,864339
887,16,864442
854,60,864634
1867,20,864634
996,8,864638
152,6,864639
1800,7,864741
2936,17,864741
2331,136,864741
3695,19,864835
1162,28,864836
1111,12,864836
2220,8,864840
997,6,864840
962,34,864842
2222,15,864940
2332,37,865037
2322,28,865043
2316,8,865074
2990,16,865075
1674,14,865135
278,46,865138
132,17,865143
997,41,865143
578,9,865240
1021,15,865334
4243,7,865337
4995,14,865337
2766,13,865339
2511,12,865339
6097,129,865339
997,16,865340
748,9,865374
1745,9,865441
2322,120,865442
997,22,865443
22,52,865444
1016,89,865677
2322,27,865737
4682,22,865737
4133,39,865776
3651,58,865840
1890,9,865938
4994,20,865940
156,57,865944
3033,9,865944
4592,30,866275
186,11,866374
1755,9,866374
1915,90,866374
748,12,866473
586,19,866676
750,7,866676
6559,16,866976
1387,84,867273
7436,6,867375
1506,79,867715
1728,43,867727
535,18,867897
218,21,867898
2283,9,868111
550,7,868173
7436,12,868373
92,19,868406
6560,12,868541
3788,13,868773
1444,14,868973
1813,9,868987
536,76,869273
1079,16,869373
6561,17,869375
1504,20,869736
636,14,869775
3026,84,869818
219,6,869873
1079,6,870096
536,10,870261
3758,6,870573
1079,16,870795
536,18,870929
637,14,870932
1763,6,871373
1377,28,871814
3758,6,871815
189,12,872025
7435,13,872119
547,11,872189
1652,10,872277
1815,52,872277
3757,6,872936
6357,6,873088
753,7,873566
538,11,873566
95,9,873591
1445,13,873629
7009,10,873673
64,12,873674
638,19,874073
1506,169,874073
958,162,874380
65,10,874578
7435,16,874675
231,7,874773
1508,61,875073
3227,34,875175
2316,8,875175
1816,72,875373
1378,6,875676
232,6,875773
924,13,875873
6190,225,875875
4593,7,875875
7435,17,875875
639,37,875973
2512,6,875973
960,8,876173
4084,12,876176
7435,12,876677
3553,10,876776
7010,11,877008
1511,184,877617
640,28,877991
4135,895,878634
149,9,878714
1669,9,878907
1669,23,878915
940,10,879076
2321,19,879175
1570,6,879573
1352,11,879677
1290,8,879693
1781,25,879978
1380,14,879998
1506,6,880076
1816,43,880076
539,37,880276
104,7,880279
192,7,880773
1292,11,880974
1818,7,881573
4366,9,881773
193,11,881873
19,6,881874
229,9,881973
1817,6,881975
107,15,882114
2711,82,885154
1147,12,885154
1090,6,885157
278,22,885254
16,76,885501
1952,8,885754
3344,16,885955
5520,10,885955
842,14,894361
842,103,894460
3347,15,897156
1338,49,897258
188,6,897359
1053,69,897461
1217,13,897462
737,35,897465
2888,11,897554
6169,6,897554
842,31,897559
2919,9,897562
2638,16,897659
188,13,897660
210,15,897662
1342,120,897759
1278,172,897759
6166,12,897760
2087,15,897761
368,11,897857
5690,10,898157
842,84,898256
1153,37,898257
189,15,898258
1219,11,898258
788,11,898259
2889,32,898358
1342,106,898359
1221,13,898463
1155,6,898464
1697,100,898464
2290,10,898562
1697,13,898659
189,17,898661
4653,10,898662
844,109,898664
1196,18,898762
287,7,898861
2920,18,898862
190,32,899158
288,26,899356
844,112,899357
5691,14,899556
2932,10,899654
2437,9,899656
192,7,899755
2085,11,899856
372,12,899857
2928,10,899857
1662,16,900054
6178,25,900056
54,40,900056
2290,10,900254
1343,10,900257
373,9,900755
7436,10,900755
1082,9,900756
193,13,900856
81,15,900856
1065,18,900958
2928,11,901156
291,21,901255
1342,57,902054
288,10,902062
1908,14,902335
291,6,902337
1744,9,902454
1342,10,902854
2612,290,902954
1187,10,902988
79,73,903061
1342,22,903154
2892,9,903156
292,22,903255
2088,16,909035
1465,10,909180
2324,6,909234
6082,12,909250
2357,8,909258
4195,12,909335
682,16,909335
2920,8,909339
172,11,909434
640,14,909434
1065,10,909435
682,8,909682
800,20,909740
3083,13,909883
2672,8,909954
2089,11,910135
2505,75,910135
2356,10,910235
682,8,910235
3083,13,910240
2187,20,910335
643,6,910434
403,18,910445
682,13,910735
2951,11,910738
798,39,911037
3088,9,911235
2921,24,911337
1064,10,911544
2338,12,911637
2357,13,911637
2087,7,911662
685,11,911847
230,76,911896
4512,9,912335
236,7,912345
3216,9,912441
684,9,912637
3089,13,912836
713,11,912937
1064,10,913035
2340,10,913135
539,11,913137
37,7,913137
713,13,913334
404,27,913335
2341,7,913536
2417,16,913634
231,42,913947
2952,10,913968
3219,6,914158
418,6,914158
2434,7,914161
1983,27,914669
6081,11,914694
944,24,914734
2952,26,915071
3222,7,915135
2434,7,915236
3140,13,915237
2343,10,915286
2432,34,915562
2087,14,916074
1599,9,916124
2087,12,916143
661,14,916234
2191,7,916269
6191,7,916335
2417,9,916336
6083,9,916434
935,45,916445
1183,13,916534
3105,9,916550
1683,9,916667
3219,21,916776
2087,7,916836
3839,48,917045
5536,39,917045
228,29,917047
4017,14,917064
229,28,917084
2417,9,917099
1227,15,917161
1736,9,917334
1861,18,917345
3560,14,917353
1764,57,917549
1789,9,917647
2194,13,917844
3307,50,917887
2454,8,917935
2086,7,917971
7436,12,918036
303,13,918056
820,274,918138
1864,190,918147
2417,9,918169
1739,46,918169
772,9,918248
3841,6,918335
1033,6,918335
1738,9,918436
3054,14,918535
2454,8,918541
2150,19,918738
2687,13,918755
1690,58,918847
101,9,918847
772,7,918847
3220,52,918850
2086,7,918856
2037,9,918935
718,8,918936
1967,361,918963
772,9,919145
1791,8,919245
2980,7,919246
2975,6,919278
2358,8,919434
2445,14,919448
2687,13,919550
189,9,919651
2980,7,919766
1206,14,919801
4019,6,919847
2357,7,919848
2548,9,919918
1379,126,919947
398,10,920035
1241,19,920045
5591,37,920148
1865,12,920148
2385,23,920156
1740,14,920184
950,22,920336
2345,13,920435
2687,23,920457
1865,14,920587
1693,6,920597
2039,7,920735
1740,7,920741
2603,6,920934
2087,13,921036
2361,8,921238
1473,10,921434
688,28,921540
992,12,921640
4420,20,921671
840,16,921764
719,10,921835
1986,6,921835
2088,13,921838
2563,6,921850
2687,54,921859
104,76,921945
1064,10,922034
244,16,922105
1792,6,922145
15,21,922247
228,11,922336
720,8,922336
1105,25,922345
1609,15,922347
132,37,922354
244,6,922398
2689,13,922946
103,74,923045
4820,39,923086
1834,25,923145
1793,10,923252
2189,9,923253
941,9,923253
189,109,923254
720,9,923435
2363,6,923435
1697,11,923502
690,17,923535
2091,10,923543
106,7,923580
492,8,923634
692,11,923746
2418,27,923852
992,25,923944
1108,6,923945
250,15,923951
2924,7,924037
3712,12,924047
944,20,924048
800,15,924235
693,13,924235
1742,12,924249
1675,20,924436
106,7,924649
1688,10,924661
3224,45,924735
1295,10,924748
694,18,924937
3380,29,925037
1742,9,925040
1934,15,925041
1181,9,925139
2389,15,925337
694,13,925341
3909,928,925541
172,15,925636
994,19,925636
7428,13,925739
4207,14,925838
1183,9,926234
7428,7,926336
1743,10,926338
2195,6,926435
4209,7,926542
2947,7,926635
245,77,926635
360,9,926735
1679,6,926872
1002,9,926967
2673,18,927223
1185,14,927321
1062,10,927323
1679,9,927541
952,10,927640
7423,17,927736
699,11,927835
3380,9,928440
50,9,928535
1060,10,928636
699,6,928636
953,17,928736
699,15,928836
469,7,929035
2539,16,929258
50,9,929275
699,25,929337
539,15,929337
3227,45,929337
1060,9,929338
3058,246,929535
369,43,929535
616,134,929535
799,9,929735
227,6,929936
2398,11,930099
235,8,930161
2951,11,930239
799,11,930239
698,25,930245
2539,10,930335
1942,45,930335
3384,9,930434
1229,18,930636
2399,24,930960
3647,94,931258
368,32,931465
1231,15,931639
1554,46,931734
1725,9,931924
109,19,932267
2674,6,932376
237,42,932434
233,6,932535
1060,10,932735
238,6,932740
1185,19,932835
2718,8,932864
2402,14,932935
1030,10,933334
1060,10,933535
1235,15,933540
370,131,933735
2399,15,933876
2270,6,933888
7435,9,934335
1338,8,1073055
1855,15,1073157
3598,13,1073254
1178,27,1073255
572,9,1073262
51,8,1073506
4181,19,1073654
147,12,1073754
1749,11,1076060
1339,10,1076154
574,7,1076754
3601,42,1076929
2001,13,1077158
1336,12,1077354
3600,13,1077354
5459,79,1077362
51,10,1077675
1590,24,1077760
1337,22,1079057
1704,9,1079358
1601,59,1082158
6143,6,1082158
4314,12,1082259
199,6,1082555
6191,19,1082555
56,8,1082555
156,13,1082562
3602,22,1082562
56,9,1082762
56,12,1083359
851,7,1083460
3604,16,1083461
6189,16,1084158
6542,9,1084158
573,6,1084257
57,9,1084360
1179,31,1084461
1349,9,1085156
2003,10,1085358
157,12,1085557
2375,16,1085557
1225,29,1085559
3866,31,1085656
7435,60,1085761
851,10,1085762
248,16,1085862
574,6,1085955
1092,19,1086054
852,11,1086061
250,8,1086265
3866,81,1086265
229,13,1086357
1091,14,1086358
1179,22,1086359
2339,104,1086359
852,9,1086460
238,19,1086460
1735,49,1086462
7436,27,1086462
228,14,1086662
7436,20,1086662
852,10,1086763
2006,18,1086766
1092,25,1086855
1177,16,1086860
6192,12,1086861
1459,18,1086954
852,8,1086961
1349,12,1087160
3606,220,1087160
240,6,1087164
3539,20,1087254
7289,13,1087254
2009,11,1087255
3542,9,1087255
1417,40,1087261
6149,6,1087261
851,12,1087262
6193,10,1087262
1092,15,1087354
564,20,1087459
7294,6,1087559
5459,147,1087560
3136,14,1087562
3540,6,1087563
840,19,1087565
238,8,1087657
1179,36,1087659
1460,17,1087660
6193,8,1087661
1225,14,1087661
1349,12,1087754
65,14,1087762
7436,24,1087854
3139,14,1087854
6194,10,1087860
1036,18,1088060
3607,109,1088061
68,6,1088656
2715,8,1088657
2037,12,1088657
846,9,1088754
3540,28,1088955
7436,41,1089160
74,18,1089261
2718,11,1089657
3540,27,1089661
5460,19,1089956
2791,24,1089957
1815,7,1090656
2037,16,1090757
74,39,1090857
5460,39,1090956
69,10,1091155
298,61,1091456
1349,19,1091557
814,34,1091557
5899,14,1091654
1032,48,1091854
2484,12,1091854
70,9,1092154
7435,41,1092355
2720,7,1092455
75,17,1092470
84,49,1092554
1819,10,1092663
1038,35,1093154
2037,12,1093157
246,9,1093300
76,35,1093369
84,19,1093454
5462,19,1093898
244,10,1094256
1711,9,1094257
2721,10,1094257
1605,9,1094257
7436,28,1094354
7302,22,1094354
7436,10,1094362
7433,13,1094454
88,20,1094472
68,13,1094557
77,14,1094563
1036,9,1094754
89,8,1095058
825,31,1095161
7436,12,1095256
7436,17,1095355
90,14,1095657
3081,74,1096297
2610,82,1096556
1383,14,1096560
7436,22,1096657
1037,15,1096858
3862,6,1096858
2227,12,1096860
829,7,1096954
90,6,1097232
76,46,1097497
1717,28,1097577
5457,103,1097756
1911,15,1097757
249,16,1097854
2039,13,1097856
1207,14,1097856
71,11,1097856
89,6,1097956
829,8,1098054
1038,19,1098156
3569,6,1098168
90,8,1098254
78,9,1098256
885,25,1098599
5462,46,1098654
3193,21,1098662
351,148,1098670
7437,34,1099281
5461,9,1099282
305,10,1099380
89,14,1099405
76,26,1099573
3193,6,1099658
1465,22,1099856
1037,7,1099957
2086,9,1099957
6284,37,1099957
1909,10,1100154
1741,9,1100182
88,20,1100255
1211,10,1100255
1465,10,1100255
886,70,1100265
5756,15,1100354
1582,25,1100355
306,8,1100454
3593,7,1100794
1211,10,1100956
1910,10,1101057
1382,7,1101390
1745,16,1101682
5461,43,1101755
308,9,1101854
68,8,1101854
5898,10,1102260
1383,11,1102357
1474,21,1102470
81,13,1102489
2622,6,1102654
7434,14,1102677
1911,9,1102882
81,9,1102957
68,7,1103058
7437,34,1103383
2478,6,1103554
1585,17,1103554
3653,17,1103555
7434,11,1103563
1338,8,1103573
1385,13,1103693
3614,8,1103968
3195,89,1104216
1338,8,1104324
7434,12,1104377
84,10,1105179
6287,37,1105296
219,66,1105354
3615,8,1105354
3195,45,1105455
282,8,1105600
2065,108,1105623
1601,59,1105654
220,27,1106054
241,10,1106184
1592,12,1106254
543,6,1106356
221,14,1106373
1052,14,1106563
309,10,1106605
7436,35,1106783
220,15,1106954
3196,11,1107254
4437,7,1107256
86,13,1107279
63,9,1107676
310,7,1107897
5461,109,1108059
283,28,1108154
63,6,1108254
3197,8,1108269
370,23,1108454
220,46,1108486
2471,13,1109287
241,17,1109754
1774,7,1109758
3198,13,1109781
65,11,1109854
372,17,1109956
310,15,1110054
1621,32,1110063
1117,11,1110156
50,10,1110156
3198,10,1110255
7418,94,1110554
1726,8,1110556
50,10,1110795
7436,24,1111054
1039,7,1111158
1774,10,1111416
380,21,1111495
7434,8,1111506
311,10,1111788
7435,39,1112060
1727,23,1112060
1117,33,1112155
1040,6,1112155
62,21,1112197
227,53,1112357
6,12,1113021
7421,7,1113609
50,10,1113658
7,18,1113658
3200,7,1113777
1045,14,1113968
65,17,1114160
395,25,1114256
1617,632,1114354
7434,22,1114471
10,8,1114493
133,9,1114713
10,8,1115583
1623,25,1115718
1040,11,1116007
1346,48,1128179
44,14,1128282
1644,21,1128375
785,17,1128377
1524,6,1128379
2592,26,1128383
241,17,1128384
3319,69,1128388
3121,7,1128477
93,17,1128478
2691,14,1128481
59,7,1128485
1073,6,1128576
3543,8,1129075
786,7,1129375
538,9,1129475
96,6,1129574
1645,19,1130480
6541,14,1130481
539,11,1130580
2056,10,1130580
786,14,1130583
4397,6,1130583
573,33,1130583
3052,7,1133981
3181,10,1134981
1166,6,1135079
6542,15,1135081
108,11,1135285
835,301,1135374
1453,73,1135378
1704,84,1135380
1648,13,1135380
45,13,1135388
251,17,1135473
6542,11,1135473
1680,31,1135479
1411,8,1135579
100,32,1135580
1897,13,1135585
701,7,1135585
3075,8,1135675
1707,8,1135677
108,9,1135678
55,7,1135679
4504,192,1135680
1682,6,1135682
251,25,1135776
1084,9,1135880
2377,6,1135881
3324,9,1135983
5866,13,1135983
735,21,1136079
702,27,1136387
695,6,1136542
1323,10,1136542
93,9,1136543
3009,7,1136581
548,19,1136587
2039,9,1136638
1806,12,1136686
696,6,1136734
555,15,1136735
7436,11,1136743
2775,15,1136744
175,13,1136782
1060,9,1136883
2412,12,1136943
880,12,1136944
2039,18,1137040
340,19,1137040
4747,11,1137041
2772,14,1137082
2524,37,1137136
2484,6,1137137
77,14,1137137
1343,6,1137137
57,9,1137283
281,7,1137383
176,13,1137385
2096,8,1137487
2039,8,1137534
3051,20,1137534
2957,36,1137544
281,7,1137584
3009,15,1137784
1807,13,1137787
41,14,1137985
3318,7,1138081
193,17,1138183
176,97,1138188
1205,40,1138280
44,12,1138384
59,6,1138387
1210,7,1138388
332,262,1138578
1529,19,1138589
695,8,1138637
7436,130,1138640
85,76,1138645
7437,21,1138783
196,12,1138783
2704,22,1138785
739,18,1138786
1901,14,1138881
3004,8,1138881
770,28,1139180
7436,14,1139193
1344,13,1139540
1512,16,1139641
78,11,1139641
99,12,1139641
1323,10,1139643
488,9,1139643
491,12,1139739
1414,7,1139779
1903,20,1139782
4748,65,1139841
397,73,1139883
48,18,1139883
774,13,1139885
2097,8,1139978
1622,18,1139981
913,20,1139983
3585,24,1140636
963,7,1140637
959,26,1140638
2848,9,1140645
7436,115,1140939
2067,9,1141036
2960,31,1141136
495,11,1141237
2117,8,1141237
1370,17,1141241
3640,9,1141341
2485,95,1141341
2048,135,1141439
2116,8,1141439
2047,99,1141440
555,15,1141443
754,9,1141636
493,67,1141637
4942,10,1141740
1058,155,1141740
884,27,1141742
85,11,1141744
2116,14,1141744
1323,16,1141835
2486,15,1141841
2850,9,1141934
7436,145,1141937
963,23,1145641
1324,21,1145642
493,67,1145643
993,8,1145643
966,23,1145740
62,14,1175454
901,7,1175456
3544,14,1175558
76,9,1175697
589,36,1175756
778,38,1176073
904,7,1176160
1664,10,1176175
2503,12,1176254
7436,12,1176354
960,9,1176354
76,16,1176361
6159,12,1176373
1632,12,1176377
1042,10,1176454
904,16,1176473
500,40,1176574
308,8,1176669
331,13,1176699
334,61,1176760
348,12,1176956
1544,7,1176962
1155,14,1176962
956,175,1176997
3495,10,1177057
3543,13,1177057
591,51,1177157
92,14,1177173
81,32,1177354
2090,54,1177360
1860,9,1177360
2400,6,1177568
2806,6,1177655
843,36,1177700
1663,72,1177814
2800,6,1177841
1745,9,1177876
2527,15,1177876
1161,8,1178173
1633,27,1178274
2805,7,1178440
2071,8,1178554
1746,23,1178723
1633,13,1178773
336,11,1178780
3360,130,1178961
7427,13,1178962
1036,18,1179254
68,10,1179354
2072,7,1179356
1203,15,1179554
2072,14,1179682
2733,14,1179817
1864,7,1179885
3414,52,1180061
81,24,1180061
1793,13,1180154
596,33,1180154
7429,15,1180310
2131,18,1180384
1043,7,1180610
7436,9,1180854
2407,13,1180855
1021,16,1180954
4648,10,1181786
2810,32,1181879
190,13,1181881
2762,9,1181899
1039,11,1182060
1146,6,1182079
442,10,1182081
601,26,1182154
910,61,1182263
169,9,1182279
3910,19,1182293
4317,10,1182480
1210,18,1182525
6743,15,1182579
1142,22,1182607
7436,6,1182679
1260,8,1182688
912,8,1182699
5844,12,1182780
448,12,1182780
592,6,1182780
1691,7,1182780
88,20,1182854
175,132,1182879
1699,17,1182985
4244,55,1182985
1943,7,1183054
2093,62,1183061
1142,22,1183106
190,100,1183484
6320,20,1183554
380,16,1183555
1635,34,1183584
3910,19,1183658
2808,121,1183873
1254,13,1183879
2764,11,1183954
1261,7,1183979
536,8,1183983
3409,72,1184033
6646,30,1184054
914,7,1184058
4675,6,1184180
2410,10,1184268
93,33,1184269
7436,21,1184279
2734,14,1184354
914,7,1184375
1143,22,1184392
2501,15,1184454
2141,7,1184518
4625,9,1184518
2141,8,1184884
592,6,1184884
745,21,1184979
4675,7,1184986
1261,11,1185081
805,25,1185081
6040,14,1185179
190,46,1185281
1255,7,1185281
439,11,1185283
819,11,1185393
1765,13,1185479
276,16,1185595
1145,37,1185780
191,57,1185986
4244,124,1186079
1765,16,1186179
23,15,1186296
222,11,1186583
1262,7,1186600
591,6,1186602
821,6,1186680
7436,9,1186717
1636,39,1186779
191,20,1186879
5921,28,1187185
4624,6,1187185
4023,14,1187185
4319,13,1187279
4141,26,1187282
4677,7,1187645
2699,12,1187779
1586,6,1187879
836,7,1187891
191,31,1187897
753,8,1188183
4141,6,1188327
4026,19,1188327
2229,8,1188379
6041,14,1188481
391,52,1188483
23,30,1188494
819,7,1188684
7435,26,1188779
1261,11,1188782
1460,33,1188884
4678,6,1188891
1761,43,1188986
4026,8,1189079
192,55,1189080
383,7,1189080
820,6,1189180
5636,13,1189283
847,15,1189283
4320,7,1189431
834,7,1189498
1636,15,1189520
4677,8,1189700
71,9,1189700
4028,7,1189891
593,6,1189979
4572,16,1190080
446,7,1190084
880,47,1190185
4428,31,1190210
1460,16,1190279
627,13,1190288
4319,8,1190304
2704,22,1190314
288,8,1190379
1262,10,1190379
6040,28,1190479
592,9,1190484
2415,666,1190680
835,6,1190784
71,7,1190879
44,10,1190980
3295,6,1190988
4320,7,1191083
627,17,1191181
447,12,1191379
4628,59,1191580
72,11,1191591
1462,7,1191683
290,7,1191781
1766,52,1191880
4247,25,1191980
293,12,1192080
4679,10,1192081
885,28,1192183
743,7,1192302
44,7,1192390
1635,7,1192479
2714,9,1192479
4679,13,1192480
869,7,1192485
5847,7,1192620
169,8,1192788
5881,15,1193085
177,8,1193180
1623,16,1193364
4034,13,1193381
751,7,1193415
5847,9,1193733
45,11,1193792
67,13,1193879
1463,52,1193979
821,13,1194079
72,13,1194108
291,22,1194108
4320,31,1194108
4679,9,1194203
