request_id,slo_factor,arrival_time
2214,16.3861,2230.9156
2215,1.4707,2230.9518
2216,15.9485,2231.1772
2217,18.8221,2231.7045
2218,18.8605,2232.2737
2219,16.5392,2234.8044
2220,6.4533,2235.3433
2221,19.3414,2236.9222
2222,19.3317,2237.816
2223,12.1818,2237.9315
2224,18.7909,2238.1131
2225,16.0755,2241.1524
2226,5.5514,2241.1827
2227,15.852,2242.1684
2228,2.0919,2242.4377
2229,13.6843,2242.8065
2230,5.5281,2243.1298
2231,17.447,2243.4935
2232,15.794,2243.8923
2233,7.5182,2246.1313
2234,10.4191,2246.6006
2235,6.4094,2246.6959
2236,10.9584,2248.9618
2237,2.3016,2249.0467
2238,9.2398,2253.8878
2239,19.8671,2254.0136
2240,13.6959,2254.2963
2241,9.7547,2255.216
2242,4.7936,2256.3159
2243,19.1618,2257.0456
2244,11.9947,2257.2882
2245,16.8071,2261.3035
2246,2.0826,2261.9246
2247,4.8636,2262.9493
2248,4.1335,2264.6593
2249,12.2781,2265.2071
2250,13.5466,2265.7212
2251,6.1258,2266.9831
2252,9.3205,2267.1503
2253,3.5905,2267.6985
2254,12.1472,2268.2453
2255,9.8173,2268.3335
2256,15.1351,2268.3742
2257,17.1466,2268.8248
2258,19.3055,2269.5601
2259,4.1626,2269.6597
2260,19.2361,2272.0781
2261,6.4821,2272.1423
2262,7.3675,2272.6904
2263,17.5168,2272.8645
2264,19.3228,2273.2962
2265,16.7069,2274.5669
2266,13.238,2275.5574
2267,9.0575,2278.7316
2268,6.6391,2279.7439
2269,13.5275,2280.8849
2270,8.0601,2281.4394
2271,1.2514,2283.1583
2272,3.4422,2283.6554
2273,10.3366,2283.9151
2274,1.0092,2284.3243
2275,3.7057,2288.4323
2276,2.8981,2288.5998
2277,4.1616,2288.6757
2278,6.004,2288.8185
2279,2.457,2291.1676
2280,15.1084,2292.067
2281,12.2336,2292.6938
2282,19.4535,2293.7791
2283,7.8715,2293.8245
2284,10.0638,2295.2512
2285,19.3647,2295.4079
2286,15.8693,2295.8693
2287,2.6455,2295.972
2288,19.8655,2299.6293
2289,13.8931,2300.2055
2290,8.0748,2300.3355
2291,10.1124,2301.347
2292,15.2313,2306.2197
2293,18.8595,2306.7694
2294,12.3545,2307.0009
2295,16.8912,2307.1789
2296,10.6597,2307.5135
2297,9.7822,2308.0347
2298,13.7691,2308.0639
2299,1.7389,2308.7436
2300,4.2762,2309.311
2301,11.5057,2310.0917
2302,15.1658,2310.255
2303,18.8948,2312.2244
2304,13.3583,2313.9276
2305,13.1406,2314.4196
2306,17.5869,2315.0215
2307,2.8072,2315.9843
2308,11.6696,2316.4538
2309,14.7426,2317.6213
2310,5.6324,2317.7947
2311,3.9085,2320.3099
2312,1.1231,2320.4057
2313,3.5375,2321.6331
2314,9.3203,2322.6339
2315,1.4719,2322.641
2316,18.7298,2322.9561
2317,2.3894,2323.054
2318,4.1209,2323.9475
2319,9.7465,2326.6472
2320,12.2351,2327.9083
2321,5.4169,2328.1022
2322,19.0639,2328.202
2323,7.8466,2328.6653
2324,18.1727,2328.8573
2325,17.2467,2328.9873
2326,17.8878,2329.8302
2327,3.5119,2330.6247
2328,11.0415,2331.4428
2329,4.797,2331.6267
2330,11.7384,2331.8418
2331,8.0826,2332.5534
2332,9.4332,2333.3824
2333,7.5863,2333.8558
2334,10.3321,2336.7942
2335,3.8409,2337.1862
2336,10.3015,2337.704
2337,5.9331,2341.5766
2338,2.9663,2341.8139
2339,4.6091,2342.2361
2340,3.2569,2342.9531
2341,9.5232,2343.5976
2342,18.5738,2344.2105
2343,7.3085,2345.7354
2344,10.934,2346.6092
2345,18.7888,2346.6759
2346,2.1458,2348.7329
2347,9.5626,2348.9953
2348,6.8628,2349.0162
2349,4.7227,2351.0136
2350,8.9827,2351.2783
2351,19.847,2353.2746
2352,8.2295,2354.3485
2353,10.2447,2354.8597
2354,1.8112,2354.9879
2355,15.9063,2357.6098
2356,14.8157,2357.7739
2357,12.9144,2358.8212
2358,2.6372,2361.6621
2359,19.3819,2361.72
2360,5.9525,2361.9171
2361,2.4425,2363.1684
2362,12.5332,2365.1409
2363,8.6596,2366.5374
2364,7.6914,2367.7141
2365,7.6238,2368.1367
2366,7.2922,2369.2923
2367,2.5218,2372.7759
2368,14.972,2373.7217
2369,9.447,2374.1916
2370,8.6669,2376.7517
2371,16.4667,2377.008
2372,19.4536,2384.287
2373,16.3925,2384.6345
2374,5.4132,2387.2557
2375,19.4054,2387.8539
2376,16.982,2389.0692
2377,18.953,2390.4177
2378,1.6225,2393.0967
2379,9.2299,2393.2013
2380,4.6913,2393.9639
2381,5.6769,2394.8514
2382,15.7129,2396.8959
2383,9.5475,2397.8263
2384,6.1118,2398.0767
2385,13.6723,2399.5875
2386,12.4247,2400.3947
2387,10.8333,2401.3839
2388,1.1477,2401.431
2389,2.9698,2402.5206
2390,15.4805,2403.6741
2391,2.737,2404.5181
2392,15.7104,2404.7863
2393,15.1164,2407.377
2394,6.0973,2410.6912
2395,18.9694,2410.8353
2396,3.9709,2411.3188
2397,10.4213,2411.5326
2398,19.3791,2412.3976
2399,5.845,2412.4567
2400,19.2828,2413.4762
2401,15.3018,2417.5914
2402,13.8499,2417.9745
2403,14.0956,2418.861
2404,14.2522,2419.9596
2405,15.0882,2421.3383
2406,15.2285,2422.8909
2407,2.5236,2423.7247
2408,7.0026,2425.7566
2409,4.9273,2427.4548
2410,16.2005,2430.2573
2411,4.5845,2430.3446
2412,5.26,2430.5985
2413,9.4641,2432.7068
2414,16.3536,2432.7132
2415,13.5123,2433.5
2416,5.0984,2436.2222
2417,17.3861,2436.7227
2418,7.096,2437.4278
2419,17.2372,2437.8436
2420,13.4088,2438.0747
2421,13.2538,2438.4387
2422,1.0032,2438.4415
2423,14.6844,2441.083
2424,1.9158,2441.4724
2425,13.1495,2442.7938
2426,12.5048,2443.0425
2427,17.2813,2443.6792
2428,17.3367,2444.9086
2429,16.2544,2445.3001
2430,9.1621,2446.0832
2431,17.1142,2447.3345
2432,5.1541,2447.6636
2433,2.5948,2448.1687
2434,19.1082,2449.0897
2435,11.4196,2449.1198
2436,2.2731,2449.2613
2437,12.0804,2451.1826
2438,2.3878,2451.7767
2439,18.8786,2451.9814
2440,17.0922,2454.7108
2441,5.4416,2455.4622
2442,7.2445,2455.6158
2443,13.8871,2456.9078
2444,4.3594,2458.2189
2445,14.6143,2458.7115
2446,3.2751,2460.8247
2447,14.2489,2460.9539
2448,10.4464,2461.1196
2449,2.4674,2462.4512
2450,14.1368,2463.6748
2451,12.2713,2466.7362
2452,9.156,2467.4849
2453,17.3205,2469.2764
2454,17.4764,2469.5099
2455,12.8716,2470.4168
2456,9.1681,2470.9961
2457,17.6689,2473.9704
2458,12.7819,2474.0668
2459,17.3971,2474.1719
2460,8.6408,2474.6193
2461,13.2106,2475.1002
2462,10.0746,2477.2447
2463,7.0763,2477.3667
2464,7.3246,2477.8897
2465,4.4652,2480.5662
2466,6.2138,2480.7232
2467,9.198,2482.361
2468,4.043,2484.0713
2469,15.3516,2484.3585
2470,17.8034,2484.6617
2471,18.6478,2484.7691
2472,18.0433,2485.1564
2473,11.4965,2485.728
2474,19.3384,2486.3102
2475,5.1689,2487.2603
2476,3.0742,2487.3353
2477,11.7494,2490.9895
2478,16.0377,2491.4526
2479,17.729,2492.3924
2480,14.8099,2493.0503
2481,19.8425,2493.6147
2482,13.9972,2493.7726
2483,12.9657,2495.2998
2484,9.2639,2500.9689
2485,12.3665,2501.3727
2486,7.8817,2501.7926
2487,13.5394,2502.6388
2488,10.9002,2503.1659
2489,8.4302,2504.9428
2490,3.1162,2505.1387
2491,14.7773,2506.9965
2492,13.096,2507.2469
2493,4.4238,2507.6629
2494,19.6257,2507.8703
2495,15.044,2509.6507
2496,3.0484,2511.9355
2497,13.5683,2514.3401
2498,11.1805,2515.8869
2499,15.3208,2517.1027
2500,19.9072,2521.9845
2501,14.9942,2523.9651
2502,17.8721,2524.6995
2503,18.1933,2524.7009
2504,5.8256,2528.2098
2505,12.8522,2529.8675
2506,15.2656,2531.659
2507,3.4891,2532.1464
2508,14.5619,2533.3684
2509,15.7917,2534.2512
2510,15.2432,2534.2596
2511,2.5705,2534.6515
2512,7.0786,2535.1014
2513,2.8519,2537.581
2514,5.8118,2537.6735
2515,6.1775,2537.7792
2516,10.2567,2538.1796
2517,13.3178,2538.4539
2518,3.0276,2540.549
2519,5.1393,2540.571
2520,2.0122,2540.6606
2521,3.7419,2543.6102
2522,2.4511,2545.0611
2523,19.2409,2545.2729
2524,6.6788,2545.8268
2525,11.1402,2546.3657
2526,5.2874,2546.6327
2527,11.1358,2546.8188
2528,15.3713,2548.7913
2529,3.6241,2549.9223
2530,13.5493,2550.1614
2531,2.1067,2550.2077
2532,8.5675,2551.0216
2533,12.7892,2552.124
2534,5.1392,2554.9823
2535,10.7644,2555.7432
2536,7.9522,2555.9661
2537,6.7332,2555.9927
2538,4.1054,2557.7078
2539,13.1741,2558.2809
2540,10.51,2558.6936
2541,5.3132,2558.8724
2542,7.9335,2559.0127
2543,5.9783,2559.3517
2544,9.5551,2561.3293
2545,9.8383,2561.5186
2546,6.1155,2561.6067
2547,12.5435,2562.8517
2548,2.1853,2562.938
2549,1.3891,2563.6321
2550,12.0544,2563.7778
2551,8.097,2565.4382
2552,17.8592,2569.0123
2553,17.4096,2570.8587
2554,7.5165,2572.6139
2555,7.0395,2574.4877
2556,11.8944,2578.5052
2557,13.2425,2579.1467
2558,7.0105,2579.2634
2559,2.3786,2580.2875
2560,11.825,2580.3229
2561,15.1668,2581.0808
2562,13.2677,2582.0932
2563,8.5294,2582.2972
2564,11.4599,2582.4316
2565,6.9205,2582.7786
2566,5.5063,2584.0332
2567,3.0716,2584.7434
2568,18.0064,2584.9057
2569,5.4163,2588.6011
2570,8.9522,2589.1415
2571,16.8232,2590.3506
2572,17.7755,2592.3006
2573,3.8528,2595.5713
2574,7.3786,2595.8221
2575,16.7023,2598.7227
2576,19.8167,2599.8857
2577,7.96,2600.2116
2578,4.569,2603.2184
2579,7.813,2605.0893
2580,7.5945,2605.9418
2581,19.8707,2607.293
2582,11.789,2608.9793
2583,2.0454,2610.2519
2584,5.954,2610.7069
2585,16.5444,2610.9981
2586,14.7116,2611.2373
2587,4.4394,2612.6144
2588,12.2923,2613.3773
2589,19.6572,2613.8803
2590,6.126,2613.9269
2591,15.1906,2615.5639
2592,14.9465,2618.9413
2593,14.4254,2618.9542
2594,16.4705,2620.0082
2595,19.0165,2620.3653
2596,1.1482,2620.8694
2597,1.3669,2621.5445
2598,10.7836,2623.0018
2599,19.1082,2623.3765
2600,14.6653,2623.5146
2601,7.7946,2624.5191
2602,17.5778,2624.7678
2603,9.6055,2625.0379
2604,2.1781,2625.3419
2605,10.8073,2628.3222
2606,8.4889,2630.1088
2607,16.8251,2634.2445
2608,13.4635,2634.2839
2609,5.9386,2634.6626
2610,14.3616,2634.851
2611,8.6836,2635.0563
2612,8.4326,2636.1916
2613,3.667,2637.036
2614,1.7547,2637.5345
2615,13.6666,2639.176
2616,9.5049,2639.591
2617,7.5166,2639.7032
2618,4.0876,2639.8173
2619,11.5024,2640.3854
2620,15.2571,2642.5224
2621,8.0654,2643.2518
2622,15.2477,2643.4621
2623,10.5051,2644.6046
2624,7.7519,2646.2593
2625,19.5447,2647.7823
2626,8.4993,2648.2949
2627,13.6196,2648.433
2628,7.3209,2651.396
2629,4.6527,2652.5522
2630,2.9038,2653.3383
2631,4.6279,2656.5571
2632,1.0634,2656.6384
2633,13.7373,2659.7252
2634,11.4484,2660.1201
2635,10.1064,2662.1469
2636,1.2388,2663.8147
2637,14.6807,2663.8714
2638,5.5813,2665.2279
2639,6.3724,2665.6055
2640,4.8298,2667.1358
2641,3.0488,2667.9934
2642,9.7294,2669.0807
2643,5.7406,2669.5076
2644,18.5523,2670.014
2645,13.0541,2673.0924
2646,6.6906,2673.9823
2647,18.082,2676.7852
2648,19.6104,2678.9303
2649,17.6756,2679.592
2650,1.6992,2680.5239
2651,16.7625,2681.4804
2652,2.6281,2684.0326
2653,12.6736,2685.2086
2654,11.6264,2686.5643
2655,14.7726,2690.3035
2656,8.5387,2690.6947
2657,7.218,2690.9286
2658,3.4563,2691.6196
2659,13.4811,2692.1361
2660,11.2606,2696.4788
2661,9.4978,2698.2957
2662,13.7208,2699.5707
2663,6.8793,2699.6822
2664,15.1599,2700.1375
2665,5.6226,2700.2492
2666,1.145,2701.0712
2667,17.6728,2702.7206
2668,7.6748,2703.1776
2669,3.3577,2703.6998
2670,17.3741,2704.1991
2671,15.2488,2704.7836
2672,6.4643,2704.9179
2673,15.2957,2708.451
2674,12.0817,2712.3457
2675,19.463,2713.039
2676,3.1981,2713.877
2677,3.9554,2715.4158
2678,4.7569,2716.1222
2679,16.9112,2716.7058
2680,15.2943,2716.9773
2681,10.9257,2716.9895
2682,7.196,2717.7111
2683,16.9725,2718.2524
2684,15.1029,2718.8774
2685,13.8213,2720.2122
2686,19.3556,2720.4501
2687,11.2044,2720.6295
2688,14.2177,2724.5901
2689,15.2269,2726.0619
2690,12.0875,2726.9781
2691,8.3419,2727.3053
2692,16.1723,2727.3572
2693,16.6005,2729.1165
2694,16.5161,2729.2126
2695,5.9955,2731.1756
2696,14.9321,2732.7123
2697,12.4025,2735.7331
2698,11.2478,2738.6194
2699,18.6936,2740.2717
2700,1.7837,2741.3525
2701,19.7554,2743.5587
2702,2.449,2745.2539
2703,8.9995,2746.367
2704,18.1076,2747.7745
2705,6.6889,2748.3773
2706,1.1399,2749.1321
2707,3.7243,2750.9277
2708,6.1538,2750.9312
2709,14.9672,2751.1854
2710,9.2364,2752.1687
2711,14.4997,2754.0637
2712,16.523,2754.5047
2713,12.4449,2758.2396
2714,1.5066,2758.2856
2715,14.8953,2758.5756
2716,1.5484,2760.8759
2717,18.633,2761.2027
2718,12.1251,2761.3405
2719,16.6306,2762.1593
2720,10.114,2762.7077
2721,6.8827,2764.0405
2722,7.393,2765.7954
2723,5.6269,2765.9986
2724,3.7574,2766.9129
2725,3.8167,2767.1335
2726,4.2241,2767.6441
2727,15.0263,2767.6877
2728,2.7057,2768.2588
2729,13.0854,2770.0623
2730,6.4104,2772.27
2731,9.6973,2773.4537
2732,9.944,2773.9534
2733,12.3052,2776.1412
2734,12.3061,2776.235
2735,6.2792,2776.3229
2736,3.1624,2776.8059
2737,2.4833,2777.2342
2738,8.1743,2777.4825
2739,5.1022,2777.5563
2740,14.4032,2778.2202
2741,2.3419,2779.4511
2742,13.1268,2780.0629
2743,5.4418,2780.9353
2744,18.0746,2781.7617
2745,1.8573,2781.8174
2746,6.1747,2782.0121
2747,3.0863,2782.5617
2748,10.226,2782.5652
2749,18.588,2782.65
2750,4.5197,2782.9247
2751,15.1555,2783.735
2752,16.0073,2783.9803
2753,9.171,2784.8409
2754,19.9242,2785.0458
2755,3.564,2786.1041
2756,10.7168,2786.4534
2757,12.3146,2787.6187
2758,9.2473,2788.2823
2759,3.0962,2788.4116
2760,15.3443,2790.2858
2761,1.7913,2791.0274
2762,2.3981,2791.0767
2763,3.9678,2793.1906
2764,19.3402,2795.1313
2765,5.5191,2798.569
2766,3.4211,2799.0272
2767,7.7248,2800.7021
2768,12.8639,2801.7412
2769,16.1154,2803.0993
2770,9.8741,2803.1598
2771,19.874,2803.3531
2772,18.5471,2803.6128
2773,17.8632,2803.8519
2774,3.8868,2805.5914
2775,11.2402,2805.9337
2776,10.9815,2806.2835
2777,1.6367,2807.0526
2778,5.3397,2808.0556
2779,6.5613,2808.2096
2780,4.2487,2809.2435
2781,6.2161,2810.5528
2782,4.9822,2810.9541
2783,13.3259,2812.5611
2784,4.8284,2812.7036
2785,8.4636,2813.6607
2786,18.001,2813.6962
2787,13.5032,2814.0684
2788,4.1132,2814.5496
2789,8.6243,2814.6201
2790,13.2868,2815.9276
2791,15.1491,2816.2459
2792,1.9108,2816.7315
2793,18.3781,2816.7572
2794,17.0505,2817.1763
2795,17.2039,2817.3305
2796,11.7546,2817.5839
2797,14.0334,2820.806
2798,12.5638,2821.6986
2799,5.4044,2822.2944
2800,4.0788,2826.1425
2801,17.7499,2826.1886
2802,9.9982,2826.7247
2803,17.9636,2828.2873
2804,3.5253,2828.4164
2805,19.5436,2828.4671
2806,1.7774,2830.4961
2807,11.5399,2831.4375
2808,3.3681,2832.3039
2809,8.2748,2833.0875
2810,8.4264,2834.1992
2811,1.238,2834.2166
2812,1.6403,2834.5262
2813,4.5085,2835.2567
2814,2.4706,2837.5516
2815,16.1937,2839.005
2816,10.9805,2839.1036
2817,13.9465,2840.0571
2818,2.3753,2840.0993
2819,4.6271,2841.023
2820,15.8868,2841.0953
2821,8.241,2841.4452
2822,16.0376,2841.4655
2823,8.4082,2842.1441
2824,5.8814,2842.7456
2825,12.4883,2843.8944
2826,15.2953,2844.2893
2827,14.5742,2845.8528
2828,18.3657,2845.8598
2829,13.8952,2845.9036
2830,11.3897,2848.544
2831,4.6341,2848.6781
2832,15.6193,2849.1002
2833,12.7733,2849.2076
2834,6.6213,2849.548
2835,8.2183,2850.0213
2836,4.6043,2850.3873
2837,12.3552,2850.8505
2838,2.0109,2851.0445
2839,14.6103,2852.6341
2840,14.0984,2852.8355
2841,5.9173,2853.5393
2842,8.7683,2859.6639
2843,15.5088,2859.6863
2844,5.4537,2860.9817
2845,16.4518,2861.0678
2846,8.5381,2863.0279
2847,2.439,2863.1269
2848,13.4856,2864.0761
2849,3.6863,2864.2031
2850,19.171,2864.7063
2851,13.1762,2864.8393
2852,14.1827,2864.8505
2853,15.1423,2866.7314
2854,7.9029,2868.5858
2855,1.8035,2870.818
2856,2.3249,2871.2696
2857,13.3399,2871.4118
2858,13.1191,2872.0747
2859,9.9369,2873.5484
2860,14.0906,2875.8446
2861,7.3096,2876.2834
2862,8.29,2876.2916
2863,6.4244,2876.4142
2864,8.7169,2876.4699
2865,3.6885,2878.4297
2866,7.5849,2879.3609
2867,13.9354,2880.7663
2868,1.0841,2882.6064
2869,17.6488,2882.9197
2870,6.1481,2883.2397
2871,10.777,2883.4119
2872,8.0493,2886.9546
2873,15.3909,2889.0514
2874,4.7321,2892.558
2875,8.9465,2892.755
2876,17.4397,2893.2601
2877,13.1312,2893.2977
2878,13.5805,2893.8376
2879,13.8814,2895.4919
2880,2.6306,2896.123
2881,16.651,2897.1941
2882,12.7209,2898.2445
2883,5.003,2899.3882
2884,2.3491,2899.4464
2885,2.7916,2901.406
2886,5.116,2902.2571
2887,14.3362,2904.3833
2888,12.3785,2905.2165
2889,13.7651,2905.5724
2890,18.9755,2906.3923
2891,16.2621,2906.4421
2892,2.3861,2907.5253
2893,14.3867,2909.0642
2894,10.3514,2911.1875
2895,18.9065,2911.5217
2896,15.5041,2911.8995
2897,4.265,2912.6124
2898,17.9179,2912.6602
2899,13.099,2912.7614
2900,5.3669,2912.984
2901,10.1564,2914.2729
2902,8.567,2914.4069
2903,12.0911,2916.7492
2904,13.5362,2917.5429
2905,16.9522,2918.0697
2906,18.4503,2918.4836
2907,4.1869,2919.1679
2908,7.0304,2919.6466
2909,6.7894,2922.4632
2910,6.2651,2922.8828
2911,7.6219,2923.035
2912,14.5191,2923.3389
2913,16.6669,2923.4965
2914,6.7632,2925.0704
2915,10.8629,2928.5187
2916,15.639,2928.8951
2917,6.1255,2929.2949
2918,3.4254,2929.3696
2919,18.0978,2930.6781
2920,10.9107,2931.5825
2921,6.8925,2931.7837
2922,13.1011,2932.1547
2923,1.985,2932.1568
2924,12.7682,2932.6845
2925,10.534,2933.422
2926,12.8375,2934.2408
2927,4.4839,2934.8397
2928,4.3907,2935.5432
2929,7.6791,2935.6877
2930,14.5057,2935.9658
2931,8.5929,2936.1093
2932,6.0968,2938.3381
2933,9.6826,2938.7096
2934,15.9072,2939.7765
2935,9.4115,2940.2111
2936,10.4736,2941.0613
2937,9.84,2941.8283
2938,13.4504,2942.045
2939,6.288,2943.0818
2940,4.9463,2944.3011
2941,19.4494,2946.0859
2942,15.3946,2948.2013
2943,17.1021,2949.862
2944,16.8451,2949.9487
2945,18.4073,2952.5709
2946,12.5798,2952.7447
2947,8.218,2952.9715
2948,17.8811,2953.6585
2949,9.9645,2954.3194
2950,6.5315,2954.3362
2951,10.2751,2954.5373
2952,7.9843,2955.4888
2953,5.1908,2955.5285
2954,2.0441,2955.6236
2955,2.3675,2956.8022
2956,10.4553,2958.4772
2957,5.8075,2958.5037
2958,1.9667,2960.0017
2959,4.5131,2960.2478
2960,13.9652,2960.298
2961,4.1497,2961.1062
2962,1.9562,2961.2432
2963,19.4363,2961.5084
2964,7.5161,2961.8424
2965,10.9315,2961.8658
2966,2.6888,2962.7168
2967,14.2288,2963.0856
2968,15.672,2963.7566
2969,12.3339,2965.0728
2970,4.2384,2969.8337
2971,6.0204,2972.9521
2972,16.2044,2973.5099
2973,11.3879,2973.7894
2974,3.6327,2974.2843
2975,9.3802,2981.4743
2976,15.2153,2981.5138
2977,1.4595,2981.6432
2978,11.0323,2981.7273
2979,16.9356,2982.8329
2980,6.0816,2984.2449
2981,10.6226,2984.7254
2982,1.139,2985.005
2983,15.3715,2985.0507
2984,3.4317,2985.4052
2985,13.3873,2987.8012
2986,4.7663,2988.1619
2987,1.1117,2988.6142
2988,16.3649,2991.5868
2989,3.4649,2992.7561
2990,14.966,2994.1602
2991,12.8089,2995.0317
2992,1.4402,2995.144
2993,3.5178,2996.438
2994,9.2743,2999.6775
2995,18.2939,3003.9159
2996,8.016,3004.7177
2997,13.9851,3006.9013
2998,9.1431,3007.1355
2999,9.8556,3007.211
3000,7.0245,3007.9065
3001,17.1304,3009.62
3002,5.5577,3010.2899
3003,4.2372,3010.4073
3004,12.9931,3012.6209
3005,3.4154,3012.8868
3006,4.5939,3013.5132
3007,18.2398,3013.7189
3008,4.5676,3014.4234
3009,10.8757,3015.3218
3010,12.3378,3016.031
3011,16.0665,3017.4503
3012,15.549,3019.0399
3013,17.5537,3019.624
3014,3.7597,3020.3376
3015,18.1489,3027.5031
3016,10.9393,3027.8144
3017,2.7647,3027.9678
3018,15.5499,3028.0887
3019,4.8608,3028.83
3020,8.0751,3029.5967
3021,1.2623,3030.2042
3022,12.0965,3030.2242
3023,12.7385,3031.328
3024,3.9363,3031.6352
3025,13.7625,3031.6592
3026,10.3374,3032.3168
3027,19.2941,3033.7934
3028,1.1451,3036.5483
3029,14.5617,3036.908
3030,6.8308,3037.4852
3031,2.9469,3037.5406
3032,18.2387,3038.21
3033,19.6336,3040.2374
3034,12.6231,3040.4957
3035,11.1,3042.4193
3036,12.8405,3043.8207
3037,7.2386,3044.2278
3038,3.8686,3046.7272
3039,13.8371,3047.7836
3040,13.0961,3047.8998
3041,18.2147,3048.3157
3042,5.5179,3048.3625
3043,12.735,3051.0033
3044,12.3259,3051.7166
3045,18.0192,3051.988
3046,11.5006,3052.2436
3047,8.8671,3053.1688
3048,12.04,3053.8943
3049,12.2553,3054.1281
3050,4.4274,3055.2894
3051,5.1475,3056.0562
3052,3.8347,3056.723
3053,15.9721,3057.8341
3054,18.7092,3057.8677
3055,17.1257,3059.5549
3056,9.6659,3059.885
3057,13.3195,3060.1136
3058,11.3178,3060.2033
3059,16.8602,3061.248
3060,18.9871,3062.0747
3061,3.8689,3062.9091
3062,7.4384,3062.9972
3063,2.7831,3062.9981
3064,9.568,3063.6058
3065,16.5313,3065.564
3066,11.3475,3065.8028
3067,18.993,3066.6459
3068,1.6797,3066.9567
3069,17.6494,3067.0033
3070,17.7747,3067.3933
3071,13.475,3067.8832
3072,7.7557,3068.456
3073,5.3139,3068.8863
3074,15.4734,3068.8875
3075,17.9005,3069.1934
3076,9.318,3069.2751
3077,3.2216,3070.1328
3078,14.8395,3070.8506
3079,19.2795,3071.9279
3080,5.3566,3072.5931
3081,4.2764,3073.877
3082,13.5429,3074.6693
3083,1.9702,3075.4347
3084,15.1671,3076.1326
3085,7.4845,3080.2646
3086,18.7507,3082.0709
3087,15.1555,3082.121
3088,7.5291,3082.245
3089,13.3643,3084.5615
3090,14.3025,3084.8083
3091,4.5731,3087.3685
3092,18.3794,3088.0854
3093,10.9043,3088.2827
3094,6.6466,3089.7048
3095,6.2095,3090.1191
3096,15.9277,3090.4968
3097,6.3201,3090.7838
3098,17.4738,3091.0409
3099,3.9956,3092.603
3100,10.3975,3092.8952
3101,5.1801,3093.0395
3102,1.0064,3094.0695
3103,14.8937,3094.5926
3104,16.3588,3094.8667
3105,13.7739,3095.3384
3106,17.0864,3096.2081
3107,2.0658,3097.4467
3108,3.8604,3100.2322
3109,8.0553,3100.2998
3110,15.5177,3102.5396
3111,14.1852,3103.2691
3112,18.5127,3105.6739
3113,9.6517,3107.1418
3114,14.2305,3107.2033
3115,1.3281,3109.1566
3116,18.3148,3109.2683
3117,16.1663,3110.6695
3118,15.6811,3111.9153
3119,9.1334,3114.3935
3120,17.7105,3116.1464
3121,1.8785,3116.4642
3122,18.9435,3120.1853
3123,18.8393,3121.383
3124,4.6887,3122.3399
3125,19.1945,3122.7017
3126,9.2307,3124.8784
3127,16.6426,3127.7105
3128,2.9847,3128.0757
3129,11.2996,3128.9573
3130,18.5145,3129.3733
3131,11.6741,3129.542
3132,1.325,3131.7393
3133,6.8842,3133.1536
3134,13.9697,3134.6868
3135,19.3996,3135.0429
3136,8.9902,3135.1816
3137,11.5509,3136.3392
3138,3.1024,3136.6377
3139,8.0459,3137.3097
3140,5.9558,3137.8098
3141,15.258,3138.38
3142,7.2526,3140.642
3143,7.5026,3141.8323
3144,5.9347,3142.0062
3145,10.5842,3142.3521
3146,16.9869,3143.6982
3147,15.071,3146.4975
3148,3.6334,3148.4241
3149,9.5507,3148.5015
3150,17.0901,3149.1032
3151,2.5103,3149.4354
3152,3.0966,3149.4665
3153,14.1998,3149.9803
3154,3.7926,3150.4176
3155,17.4835,3151.0015
3156,17.1494,3151.4741
3157,3.6361,3151.5091
3158,18.897,3151.7203
3159,13.5014,3151.7312
3160,19.4735,3152.1915
3161,4.0895,3152.729
3162,11.9851,3153.0815
3163,5.7565,3154.8358
3164,7.8249,3158.3363
3165,11.6871,3158.7348
3166,18.9859,3159.8201
3167,3.2553,3161.0209
3168,17.5064,3162.4772
3169,11.6064,3163.1622
3170,11.985,3163.5845
3171,11.5696,3164.5094
3172,19.6228,3165.7803
3173,18.3688,3168.4635
3174,19.1023,3168.7641
3175,19.6458,3169.2511
3176,8.6711,3171.3608
3177,11.4852,3173.1139
3178,12.7637,3173.4413
3179,6.2232,3179.5969
3180,15.5331,3182.6346
3181,4.7702,3183.3573
3182,3.5272,3184.0845
3183,12.7578,3184.7391
3184,6.1831,3185.1213
3185,16.5339,3186.5779
3186,1.8392,3187.1851
3187,2.4478,3188.2904
3188,6.5549,3192.2625
3189,3.6631,3192.8041
3190,5.0801,3194.903
3191,9.8851,3195.4885
3192,10.2181,3195.8025
3193,13.3994,3196.6977
3194,9.4854,3196.8182
3195,8.0351,3197.883
3196,9.2594,3198.187
3197,6.8206,3198.5684
3198,1.9999,3199.8206
3199,2.785,3200.5473
3200,8.9099,3202.4979
3201,7.0254,3202.889
3202,14.5663,3203.6937
3203,15.2577,3204.5809
3204,1.9428,3205.1506
3205,10.866,3205.4355
3206,14.2732,3207.0221
3207,3.95,3207.9247
3208,7.3867,3210.171
3209,7.3873,3210.7495
3210,1.3214,3210.8955
3211,19.4208,3212.9496
3212,9.0754,3214.1209
3213,7.2507,3214.1726
3214,4.5979,3215.8218
3215,12.3143,3216.897
3216,10.5571,3218.18
3217,9.938,3218.2031
3218,12.9018,3219.455
3219,15.8501,3219.6085
3220,19.7026,3219.7964
3221,6.1698,3220.9491
3222,19.5697,3221.2337
3223,13.3063,3221.4577
3224,8.2646,3221.9764
3225,10.6066,3223.417
